  2.5611E+06 -2.9987E+00 -4.3324E+00 -2.9790E+00 -9.5119E-03
  2.6324E+06 -2.9928E+00 -4.3371E+00 -2.9735E+00 -9.1190E-03
  2.7036E+06 -2.9847E+00 -4.3363E+00 -2.9658E+00 -9.3803E-03
  2.7749E+06 -2.9713E+00 -4.3402E+00 -2.9532E+00 -1.0794E-02
  2.8462E+06 -2.9622E+00 -4.3515E+00 -2.9448E+00 -1.0532E-02
  2.9175E+06 -2.9594E+00 -4.3591E+00 -2.9424E+00 -9.2591E-03
  2.9887E+06 -2.9547E+00 -4.3578E+00 -2.9379E+00 -9.2886E-03
  3.0599E+06 -2.9397E+00 -4.3612E+00 -2.9236E+00 -1.0953E-02
  3.1312E+06 -2.9352E+00 -4.3731E+00 -2.9196E+00 -1.0310E-02
  3.2024E+06 -2.9347E+00 -4.3752E+00 -2.9192E+00 -9.0597E-03
  3.2737E+06 -2.9194E+00 -4.3741E+00 -2.9045E+00 -1.1069E-02
  3.3450E+06 -2.9163E+00 -4.3871E+00 -2.9018E+00 -1.0254E-02
  3.4161E+06 -2.9156E+00 -4.3844E+00 -2.9011E+00 -9.1346E-03
  3.4874E+06 -2.8993E+00 -4.3909E+00 -2.8855E+00 -1.1097E-02
  3.5587E+06 -2.9026E+00 -4.3996E+00 -2.8890E+00 -9.1168E-03
  3.6298E+06 -2.8906E+00 -4.3916E+00 -2.8771E+00 -1.1068E-02
  3.7011E+06 -2.8870E+00 -4.4077E+00 -2.8741E+00 -1.0321E-02
  3.7722E+06 -2.8858E+00 -4.3987E+00 -2.8727E+00 -1.0183E-02
  3.8435E+06 -2.8729E+00 -4.4138E+00 -2.8606E+00 -1.1082E-02
  3.9147E+06 -2.8775E+00 -4.4127E+00 -2.8650E+00 -9.0527E-03
  3.9859E+06 -2.8608E+00 -4.4191E+00 -2.8490E+00 -1.1156E-02
  4.0571E+06 -2.8680E+00 -4.4220E+00 -2.8561E+00 -9.2013E-03
  4.1283E+06 -2.8502E+00 -4.4250E+00 -2.8388E+00 -1.1390E-02
  4.1995E+06 -2.8587E+00 -4.4291E+00 -2.8471E+00 -9.1136E-03
  4.2707E+06 -2.8406E+00 -4.4316E+00 -2.8296E+00 -1.1414E-02
  4.3418E+06 -2.8497E+00 -4.4341E+00 -2.8385E+00 -9.1913E-03
  4.4131E+06 -2.8322E+00 -4.4389E+00 -2.8216E+00 -1.1370E-02
  4.4842E+06 -2.8403E+00 -4.4360E+00 -2.8294E+00 -9.2414E-03
  4.5554E+06 -2.8255E+00 -4.4463E+00 -2.8153E+00 -1.1222E-02
  4.6265E+06 -2.8288E+00 -4.4333E+00 -2.8181E+00 -1.0669E-02
  4.6978E+06 -2.8209E+00 -4.4533E+00 -2.8109E+00 -1.0697E-02
  4.7688E+06 -2.8129E+00 -4.4395E+00 -2.8028E+00 -1.1494E-02
  4.8401E+06 -2.8179E+00 -4.4583E+00 -2.8080E+00 -1.0029E-02
  4.9112E+06 -2.8005E+00 -4.4523E+00 -2.7909E+00 -1.1682E-02
  4.9824E+06 -2.8135E+00 -4.4592E+00 -2.8038E+00 -9.2219E-03
