  7.0385E+04 -4.3159E+00 -4.4839E+00 -4.0908E+00 -1.1224E-02
  1.4155E+05 -4.0708E+00 -4.3941E+00 -3.9020E+00 -1.1534E-02
  2.1274E+05 -3.9167E+00 -4.3394E+00 -3.7775E+00 -1.0146E-02
  2.8387E+05 -3.8057E+00 -4.2992E+00 -3.6848E+00 -1.0085E-02
  3.5497E+05 -3.7199E+00 -4.2702E+00 -3.6122E+00 -1.1323E-02
  4.2618E+05 -3.6484E+00 -4.2489E+00 -3.5512E+00 -1.1211E-02
  4.9722E+05 -3.5904E+00 -4.2348E+00 -3.5017E+00 -1.1216E-02
  5.6848E+05 -3.5393E+00 -4.2233E+00 -3.4576E+00 -1.0014E-02
  6.3957E+05 -3.4923E+00 -4.2178E+00 -3.4174E+00 -1.1839E-02
  7.1058E+05 -3.4538E+00 -4.2109E+00 -3.3838E+00 -1.1781E-02
  7.8170E+05 -3.4174E+00 -4.2083E+00 -3.3522E+00 -1.0719E-02
  8.5303E+05 -3.3845E+00 -4.2076E+00 -3.3237E+00 -9.4904E-03
  9.2428E+05 -3.3527E+00 -4.2108E+00 -3.2963E+00 -1.0908E-02
  9.9540E+05 -3.3269E+00 -4.2092E+00 -3.2734E+00 -1.1242E-02
  1.0664E+06 -3.3007E+00 -4.2141E+00 -3.2506E+00 -1.1761E-02
  1.1374E+06 -3.2765E+00 -4.2185E+00 -3.2295E+00 -1.1773E-02
  1.2084E+06 -3.2545E+00 -4.2225E+00 -3.2101E+00 -1.1589E-02
  1.2794E+06 -3.2345E+00 -4.2261E+00 -3.1924E+00 -1.1364E-02
  1.3505E+06 -3.2158E+00 -4.2282E+00 -3.1755E+00 -1.1649E-02
  1.4215E+06 -3.1953E+00 -4.2351E+00 -3.1573E+00 -1.1307E-02
  1.4926E+06 -3.1796E+00 -4.2428E+00 -3.1436E+00 -1.0632E-02
  1.5637E+06 -3.1623E+00 -4.2448E+00 -3.1278E+00 -1.1259E-02
  1.6349E+06 -3.1483E+00 -4.2540E+00 -3.1155E+00 -1.0053E-02
  1.7061E+06 -3.1310E+00 -4.2587E+00 -3.0998E+00 -1.0739E-02
  1.7772E+06 -3.1197E+00 -4.2604E+00 -3.0894E+00 -1.0692E-02
  1.8485E+06 -3.1069E+00 -4.2713E+00 -3.0781E+00 -9.3451E-03
  1.9197E+06 -3.0923E+00 -4.2789E+00 -3.0650E+00 -1.0103E-02
  1.9910E+06 -3.0785E+00 -4.2840E+00 -3.0523E+00 -1.0186E-02
  2.0622E+06 -3.0663E+00 -4.2885E+00 -3.0410E+00 -1.0699E-02
  2.1335E+06 -3.0551E+00 -4.2931E+00 -3.0306E+00 -1.0662E-02
  2.2047E+06 -3.0443E+00 -4.2984E+00 -3.0208E+00 -1.0462E-02
  2.2760E+06 -3.0337E+00 -4.3045E+00 -3.0111E+00 -1.0442E-02
  2.3473E+06 -3.0234E+00 -4.3112E+00 -3.0016E+00 -1.0469E-02
  2.4186E+06 -3.0138E+00 -4.3185E+00 -2.9927E+00 -1.0446E-02
  2.4899E+06 -3.0054E+00 -4.3259E+00 -2.9851E+00 -1.0256E-02
