 #--t=1e4------t=2e4--------t=4e4-------t=6e4------t=8e4-------t=1e5
  0.0000E+00  4.6376E+10  3.3075E+10  2.7067E+10  2.3362E+10  2.0660E+10
  1.0005E-01  4.5611E+10  3.2567E+10  2.6666E+10  2.3027E+10  2.0372E+10
  2.0010E-01  4.3126E+10  3.1085E+10  2.5577E+10  2.2157E+10  1.9650E+10
  3.0015E-01  4.0214E+10  2.9341E+10  2.4292E+10  2.1130E+10  1.8800E+10
  4.0020E-01  3.7231E+10  2.7528E+10  2.2946E+10  2.0051E+10  1.7902E+10
  5.0025E-01  3.4334E+10  2.5733E+10  2.1602E+10  1.8966E+10  1.6997E+10
  6.0030E-01  3.1595E+10  2.4004E+10  2.0294E+10  1.7904E+10  1.6105E+10
  7.0035E-01  2.9049E+10  2.2364E+10  1.9041E+10  1.6878E+10  1.5239E+10
  8.0040E-01  2.6705E+10  2.0824E+10  1.7852E+10  1.5899E+10  1.4409E+10
  9.0045E-01  2.4561E+10  1.9389E+10  1.6733E+10  1.4971E+10  1.3617E+10
  1.0005E+00  2.2606E+10  1.8058E+10  1.5684E+10  1.4095E+10  1.2866E+10
  1.1006E+00  2.0827E+10  1.6826E+10  1.4705E+10  1.3273E+10  1.2156E+10
  1.2006E+00  1.9211E+10  1.5689E+10  1.3793E+10  1.2501E+10  1.1488E+10
  1.3007E+00  1.7743E+10  1.4639E+10  1.2945E+10  1.1779E+10  1.0860E+10
  1.4007E+00  1.6408E+10  1.3672E+10  1.2156E+10  1.1104E+10  1.0269E+10
  1.5008E+00  1.5194E+10  1.2781E+10  1.1424E+10  1.0474E+10  9.7157E+09
  1.6008E+00  1.4088E+10  1.1958E+10  1.0743E+10  9.8857E+09  9.1965E+09
  1.7009E+00  1.3080E+10  1.1199E+10  1.0111E+10  9.3363E+09  8.7098E+09
  1.8009E+00  1.2159E+10  1.0499E+10  9.5232E+09  8.8232E+09  8.2535E+09
  1.9010E+00  1.1317E+10  9.8513E+09  8.9768E+09  8.3439E+09  7.8257E+09
  2.0010E+00  1.0545E+10  9.2523E+09  8.4684E+09  7.8960E+09  7.4246E+09
  2.1011E+00  9.8380E+09  8.6977E+09  7.9949E+09  7.4773E+09  7.0482E+09
  2.2011E+00  9.1881E+09  8.1835E+09  7.5536E+09  7.0855E+09  6.6949E+09
  2.3012E+00  8.5902E+09  7.7063E+09  7.1420E+09  6.7186E+09  6.3632E+09
  2.4012E+00  8.0394E+09  7.2631E+09  6.7578E+09  6.3750E+09  6.0514E+09
  2.5013E+00  7.5311E+09  6.8508E+09  6.3988E+09  6.0528E+09  5.7583E+09
  2.6013E+00  7.0615E+09  6.4670E+09  6.0630E+09  5.7504E+09  5.4825E+09
  2.7014E+00  6.6270E+09  6.1093E+09  5.7487E+09  5.4666E+09  5.2229E+09
  2.8014E+00  6.2245E+09  5.7755E+09  5.4543E+09  5.1998E+09  4.9783E+09
  2.9015E+00  5.8511E+09  5.4638E+09  5.1782E+09  4.9489E+09  4.7476E+09
  3.0015E+00  5.5044E+09  5.1724E+09  4.9190E+09  4.7127E+09  4.5300E+09
  3.1016E+00  5.1821E+09  4.8997E+09  4.6756E+09  4.4903E+09  4.3246E+09
  3.2016E+00  4.8821E+09  4.6442E+09  4.4468E+09  4.2806E+09  4.1306E+09
  3.3017E+00  4.6025E+09  4.4047E+09  4.2314E+09  4.0828E+09  3.9471E+09
  3.4017E+00  4.3418E+09  4.1800E+09  4.0287E+09  3.8961E+09  3.7736E+09
  3.5018E+00  4.0984E+09  3.9689E+09  3.8376E+09  3.7197E+09  3.6093E+09
  3.6018E+00  3.8709E+09  3.7705E+09  3.6574E+09  3.5529E+09  3.4537E+09
  3.7019E+00  3.6581E+09  3.5839E+09  3.4873E+09  3.3951E+09  3.3062E+09
  3.8019E+00  3.4590E+09  3.4082E+09  3.3267E+09  3.2458E+09  3.1663E+09
  3.9020E+00  3.2724E+09  3.2427E+09  3.1749E+09  3.1044E+09  3.0335E+09
  4.0020E+00  3.0974E+09  3.0866E+09  3.0313E+09  2.9703E+09  2.9075E+09
  4.1021E+00  2.9333E+09  2.9393E+09  2.8954E+09  2.8431E+09  2.7877E+09
  4.2021E+00  2.7791E+09  2.8003E+09  2.7668E+09  2.7224E+09  2.6739E+09
  4.3022E+00  2.6343E+09  2.6689E+09  2.6448E+09  2.6079E+09  2.5656E+09
  4.4022E+00  2.4981E+09  2.5448E+09  2.5293E+09  2.4990E+09  2.4625E+09
  4.5023E+00  2.3699E+09  2.4273E+09  2.4196E+09  2.3955E+09  2.3644E+09
  4.6023E+00  2.2493E+09  2.3162E+09  2.3155E+09  2.2971E+09  2.2709E+09
  4.7024E+00  2.1357E+09  2.2109E+09  2.2167E+09  2.2035E+09  2.1818E+09
  4.8024E+00  2.0285E+09  2.1112E+09  2.1228E+09  2.1143E+09  2.0969E+09
  4.9025E+00  1.9275E+09  2.0166E+09  2.0335E+09  2.0294E+09  2.0158E+09
  5.0025E+00  1.8322E+09  1.9269E+09  1.9486E+09  1.9485E+09  1.9385E+09
  5.1026E+00  1.7422E+09  1.8419E+09  1.8678E+09  1.8713E+09  1.8646E+09
  5.2026E+00  1.6573E+09  1.7611E+09  1.7909E+09  1.7977E+09  1.7941E+09
  5.3027E+00  1.5770E+09  1.6843E+09  1.7176E+09  1.7275E+09  1.7266E+09
  5.4027E+00  1.5010E+09  1.6114E+09  1.6478E+09  1.6605E+09  1.6622E+09
  5.5028E+00  1.4292E+09  1.5421E+09  1.5813E+09  1.5965E+09  1.6005E+09
  5.6028E+00  1.3613E+09  1.4762E+09  1.5178E+09  1.5353E+09  1.5416E+09
  5.7029E+00  1.2970E+09  1.4135E+09  1.4573E+09  1.4769E+09  1.4851E+09
  5.8029E+00  1.2361E+09  1.3539E+09  1.3996E+09  1.4210E+09  1.4311E+09
  5.9030E+00  1.1784E+09  1.2970E+09  1.3444E+09  1.3676E+09  1.3793E+09
  6.0030E+00  1.1237E+09  1.2429E+09  1.2918E+09  1.3164E+09  1.3297E+09
  6.1031E+00  1.0719E+09  1.1914E+09  1.2415E+09  1.2675E+09  1.2821E+09
  6.2031E+00  1.0227E+09  1.1422E+09  1.1934E+09  1.2207E+09  1.2366E+09
  6.3032E+00  9.7611E+08  1.0954E+09  1.1475E+09  1.1758E+09  1.1928E+09
  6.4032E+00  9.3185E+08  1.0507E+09  1.1035E+09  1.1328E+09  1.1509E+09
  6.5033E+00  8.8984E+08  1.0081E+09  1.0615E+09  1.0917E+09  1.1107E+09
  6.6033E+00  8.4994E+08  9.6738E+08  1.0213E+09  1.0522E+09  1.0720E+09
  6.7034E+00  8.1204E+08  9.2854E+08  9.8281E+08  1.0143E+09  1.0350E+09
  6.8034E+00  7.7602E+08  8.9146E+08  9.4597E+08  9.7806E+08  9.9934E+08
  6.9035E+00  7.4179E+08  8.5605E+08  9.1069E+08  9.4324E+08  9.6513E+08
  7.0035E+00  7.0924E+08  8.2221E+08  8.7689E+08  9.0983E+08  9.3225E+08
  7.1036E+00  6.7829E+08  7.8988E+08  8.4451E+08  8.7776E+08  9.0065E+08
  7.2036E+00  6.4883E+08  7.5897E+08  8.1348E+08  8.4697E+08  8.7026E+08
  7.3037E+00  6.2081E+08  7.2941E+08  7.8374E+08  8.1741E+08  8.4105E+08
  7.4037E+00  5.9413E+08  7.0115E+08  7.5522E+08  7.8901E+08  8.1295E+08
  7.5038E+00  5.6873E+08  6.7411E+08  7.2786E+08  7.6173E+08  7.8591E+08
  7.6038E+00  5.4455E+08  6.4823E+08  7.0162E+08  7.3552E+08  7.5990E+08
  7.7039E+00  5.2150E+08  6.2347E+08  6.7644E+08  7.1032E+08  7.3486E+08
