 #--t=1e4------t=2e4--------t=4e4-------t=6e4------t=8e4-------t=1e5
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0005E-01  1.4450E+00  6.3404E-01  5.2227E-01  2.6043E-01  7.0946E-03
  2.0010E-01  2.3017E+00  1.1862E+00  7.7754E-01  6.6496E-01  6.6638E-01
  3.0015E-01  3.5865E+00  1.8018E+00  1.2388E+00  9.5811E-01  8.1898E-01
  4.0020E-01  4.7325E+00  2.3953E+00  1.6276E+00  1.2907E+00  1.1538E+00
  5.0025E-01  5.9535E+00  2.9962E+00  2.0424E+00  1.6089E+00  1.4211E+00
  6.0030E-01  7.1123E+00  3.5949E+00  2.4485E+00  1.9321E+00  1.7122E+00
  7.0035E-01  8.3186E+00  4.1942E+00  2.8573E+00  2.2537E+00  1.9955E+00
  8.0040E-01  9.4967E+00  4.7933E+00  3.2652E+00  2.5758E+00  2.2811E+00
  9.0045E-01  1.0687E+01  5.3925E+00  3.6734E+00  2.8978E+00  2.5661E+00
  1.0005E+00  1.1875E+01  5.9917E+00  4.0816E+00  3.2198E+00  2.8513E+00
  1.1006E+00  1.3061E+01  6.5907E+00  4.4898E+00  3.5417E+00  3.1364E+00
  1.2006E+00  1.4249E+01  7.1900E+00  4.8979E+00  3.8637E+00  3.4215E+00
  1.3007E+00  1.5436E+01  7.7892E+00  5.3061E+00  4.1857E+00  3.7066E+00
  1.4007E+00  1.6624E+01  8.3883E+00  5.7142E+00  4.5077E+00  3.9918E+00
  1.5008E+00  1.7811E+01  8.9875E+00  6.1224E+00  4.8296E+00  4.2769E+00
  1.6008E+00  1.8999E+01  9.5866E+00  6.5306E+00  5.1516E+00  4.5620E+00
  1.7009E+00  2.0186E+01  1.0186E+01  6.9387E+00  5.4736E+00  4.8472E+00
  1.8009E+00  2.1373E+01  1.0785E+01  7.3469E+00  5.7956E+00  5.1323E+00
  1.9010E+00  2.2561E+01  1.1384E+01  7.7550E+00  6.1175E+00  5.4174E+00
  2.0010E+00  2.3748E+01  1.1983E+01  8.1632E+00  6.4395E+00  5.7025E+00
  2.1011E+00  2.4936E+01  1.2582E+01  8.5713E+00  6.7615E+00  5.9877E+00
  2.2011E+00  2.6123E+01  1.3182E+01  8.9795E+00  7.0835E+00  6.2728E+00
  2.3012E+00  2.7311E+01  1.3781E+01  9.3877E+00  7.4054E+00  6.5579E+00
  2.4012E+00  2.8498E+01  1.4380E+01  9.7958E+00  7.7274E+00  6.8430E+00
  2.5013E+00  2.9685E+01  1.4979E+01  1.0204E+01  8.0494E+00  7.1282E+00
  2.6013E+00  3.0873E+01  1.5578E+01  1.0612E+01  8.3714E+00  7.4133E+00
  2.7014E+00  3.2060E+01  1.6177E+01  1.1020E+01  8.6933E+00  7.6984E+00
  2.8014E+00  3.3248E+01  1.6777E+01  1.1428E+01  9.0153E+00  7.9836E+00
  2.9015E+00  3.4435E+01  1.7376E+01  1.1837E+01  9.3373E+00  8.2687E+00
  3.0015E+00  3.5623E+01  1.7975E+01  1.2245E+01  9.6593E+00  8.5538E+00
  3.1016E+00  3.6810E+01  1.8574E+01  1.2653E+01  9.9813E+00  8.8389E+00
  3.2016E+00  3.7997E+01  1.9173E+01  1.3061E+01  1.0303E+01  9.1241E+00
  3.3017E+00  3.9185E+01  1.9773E+01  1.3469E+01  1.0625E+01  9.4092E+00
  3.4017E+00  4.0372E+01  2.0372E+01  1.3877E+01  1.0947E+01  9.6943E+00
  3.5018E+00  4.1560E+01  2.0971E+01  1.4286E+01  1.1269E+01  9.9795E+00
  3.6018E+00  4.2747E+01  2.1570E+01  1.4694E+01  1.1591E+01  1.0265E+01
  3.7019E+00  4.3935E+01  2.2169E+01  1.5102E+01  1.1913E+01  1.0550E+01
  3.8019E+00  4.5122E+01  2.2768E+01  1.5510E+01  1.2235E+01  1.0835E+01
  3.9020E+00  4.6310E+01  2.3368E+01  1.5918E+01  1.2557E+01  1.1120E+01
  4.0020E+00  4.7497E+01  2.3967E+01  1.6326E+01  1.2879E+01  1.1405E+01
  4.1021E+00  4.8685E+01  2.4566E+01  1.6735E+01  1.3201E+01  1.1690E+01
  4.2021E+00  4.9872E+01  2.5165E+01  1.7143E+01  1.3523E+01  1.1975E+01
  4.3022E+00  5.1060E+01  2.5764E+01  1.7551E+01  1.3845E+01  1.2260E+01
  4.4022E+00  5.2247E+01  2.6363E+01  1.7959E+01  1.4167E+01  1.2546E+01
  4.5023E+00  5.3435E+01  2.6963E+01  1.8367E+01  1.4489E+01  1.2831E+01
  4.6023E+00  5.4623E+01  2.7562E+01  1.8775E+01  1.4811E+01  1.3116E+01
  4.7024E+00  5.5810E+01  2.8161E+01  1.9184E+01  1.5133E+01  1.3401E+01
  4.8024E+00  5.6998E+01  2.8760E+01  1.9592E+01  1.5455E+01  1.3686E+01
  4.9025E+00  5.8185E+01  2.9359E+01  2.0000E+01  1.5777E+01  1.3971E+01
  5.0025E+00  5.9373E+01  2.9959E+01  2.0408E+01  1.6099E+01  1.4256E+01
  5.1026E+00  6.0561E+01  3.0558E+01  2.0816E+01  1.6421E+01  1.4542E+01
  5.2026E+00  6.1748E+01  3.1157E+01  2.1224E+01  1.6743E+01  1.4827E+01
  5.3027E+00  6.2936E+01  3.1756E+01  2.1633E+01  1.7065E+01  1.5112E+01
  5.4027E+00  6.4124E+01  3.2355E+01  2.2041E+01  1.7387E+01  1.5397E+01
  5.5028E+00  6.5312E+01  3.2955E+01  2.2449E+01  1.7709E+01  1.5682E+01
  5.6028E+00  6.6499E+01  3.3554E+01  2.2857E+01  1.8031E+01  1.5967E+01
  5.7029E+00  6.7687E+01  3.4153E+01  2.3265E+01  1.8353E+01  1.6252E+01
  5.8029E+00  6.8875E+01  3.4752E+01  2.3673E+01  1.8675E+01  1.6538E+01
  5.9030E+00  7.0063E+01  3.5352E+01  2.4082E+01  1.8997E+01  1.6823E+01
  6.0030E+00  7.1251E+01  3.5951E+01  2.4490E+01  1.9319E+01  1.7108E+01
  6.1031E+00  7.2439E+01  3.6550E+01  2.4898E+01  1.9641E+01  1.7393E+01
  6.2031E+00  7.3627E+01  3.7149E+01  2.5306E+01  1.9963E+01  1.7678E+01
  6.3032E+00  7.4815E+01  3.7748E+01  2.5714E+01  2.0285E+01  1.7963E+01
  6.4032E+00  7.6003E+01  3.8348E+01  2.6123E+01  2.0607E+01  1.8248E+01
  6.5033E+00  7.7191E+01  3.8947E+01  2.6531E+01  2.0929E+01  1.8534E+01
  6.6033E+00  7.8379E+01  3.9546E+01  2.6939E+01  2.1251E+01  1.8819E+01
  6.7034E+00  7.9567E+01  4.0145E+01  2.7347E+01  2.1573E+01  1.9104E+01
  6.8034E+00  8.0756E+01  4.0745E+01  2.7755E+01  2.1895E+01  1.9389E+01
  6.9035E+00  8.1944E+01  4.1344E+01  2.8164E+01  2.2217E+01  1.9674E+01
  7.0035E+00  8.3133E+01  4.1943E+01  2.8572E+01  2.2539E+01  1.9959E+01
  7.1036E+00  8.4321E+01  4.2543E+01  2.8980E+01  2.2861E+01  2.0244E+01
  7.2036E+00  8.5510E+01  4.3142E+01  2.9388E+01  2.3183E+01  2.0530E+01
  7.3037E+00  8.6698E+01  4.3741E+01  2.9796E+01  2.3505E+01  2.0815E+01
  7.4037E+00  8.7887E+01  4.4341E+01  3.0205E+01  2.3827E+01  2.1100E+01
  7.5038E+00  8.9076E+01  4.4940E+01  3.0613E+01  2.4149E+01  2.1385E+01
  7.6038E+00  9.0265E+01  4.5539E+01  3.1021E+01  2.4471E+01  2.1670E+01
  7.7039E+00  9.1454E+01  4.6139E+01  3.1429E+01  2.4793E+01  2.1955E+01
  7.8039E+00  9.2643E+01  4.6738E+01  3.1837E+01  2.5115E+01  2.2241E+01
  7.9040E+00  9.3833E+01  4.7337E+01  3.2246E+01  2.5437E+01  2.2526E+01
  8.0040E+00  9.5022E+01  4.7937E+01  3.2654E+01  2.5759E+01  2.2811E+01
  8.1041E+00  9.6212E+01  4.8536E+01  3.3062E+01  2.6081E+01  2.3096E+01
  8.2041E+00  9.7401E+01  4.9136E+01  3.3470E+01  2.6403E+01  2.3381E+01
  8.3042E+00  9.8591E+01  4.9735E+01  3.3879E+01  2.6725E+01  2.3667E+01
  8.4042E+00  9.9781E+01  5.0335E+01  3.4287E+01  2.7047E+01  2.3952E+01
  8.5043E+00  1.0097E+02  5.0934E+01  3.4695E+01  2.7369E+01  2.4237E+01
  8.6043E+00  1.0216E+02  5.1533E+01  3.5103E+01  2.7691E+01  2.4522E+01
  8.7044E+00  1.0335E+02  5.2133E+01  3.5512E+01  2.8013E+01  2.4807E+01
  8.8044E+00  1.0454E+02  5.2733E+01  3.5920E+01  2.8335E+01  2.5093E+01
  8.9045E+00  1.0573E+02  5.3332E+01  3.6328E+01  2.8657E+01  2.5378E+01
  9.0045E+00  1.0693E+02  5.3932E+01  3.6737E+01  2.8979E+01  2.5663E+01
  9.1046E+00  1.0812E+02  5.4531E+01  3.7145E+01  2.9301E+01  2.5948E+01
  9.2046E+00  1.0931E+02  5.5131E+01  3.7553E+01  2.9623E+01  2.6233E+01
  9.3047E+00  1.1050E+02  5.5731E+01  3.7962E+01  2.9946E+01  2.6519E+01
  9.4047E+00  1.1169E+02  5.6330E+01  3.8370E+01  3.0268E+01  2.6804E+01
  9.5048E+00  1.1288E+02  5.6930E+01  3.8778E+01  3.0590E+01  2.7089E+01
  9.6048E+00  1.1408E+02  5.7530E+01  3.9187E+01  3.0912E+01  2.7374E+01
  9.7049E+00  1.1527E+02  5.8129E+01  3.9595E+01  3.1234E+01  2.7660E+01
  9.8049E+00  1.1646E+02  5.8729E+01  4.0003E+01  3.1556E+01  2.7945E+01
  9.9050E+00  1.1766E+02  5.9329E+01  4.0412E+01  3.1878E+01  2.8230E+01
  1.0005E+01  1.1885E+02  5.9929E+01  4.0820E+01  3.2200E+01  2.8515E+01
  1.0105E+01  1.2005E+02  6.0529E+01  4.1228E+01  3.2522E+01  2.8801E+01
  1.0205E+01  1.2124E+02  6.1129E+01  4.1637E+01  3.2844E+01  2.9086E+01
  1.0305E+01  1.2244E+02  6.1729E+01  4.2045E+01  3.3167E+01  2.9371E+01
  1.0405E+01  1.2363E+02  6.2329E+01  4.2454E+01  3.3489E+01  2.9657E+01
  1.0505E+01  1.2483E+02  6.2929E+01  4.2862E+01  3.3811E+01  2.9942E+01
  1.0605E+01  1.2602E+02  6.3529E+01  4.3271E+01  3.4133E+01  3.0227E+01
  1.0705E+01  1.2722E+02  6.4129E+01  4.3679E+01  3.4455E+01  3.0513E+01
  1.0805E+01  1.2842E+02  6.4729E+01  4.4088E+01  3.4777E+01  3.0798E+01
  1.0905E+01  1.2962E+02  6.5330E+01  4.4496E+01  3.5100E+01  3.1083E+01
  1.1006E+01  1.3082E+02  6.5930E+01  4.4905E+01  3.5422E+01  3.1369E+01
  1.1106E+01  1.3202E+02  6.6530E+01  4.5313E+01  3.5744E+01  3.1654E+01
  1.1206E+01  1.3322E+02  6.7131E+01  4.5722E+01  3.6066E+01  3.1939E+01
  1.1306E+01  1.3442E+02  6.7731E+01  4.6130E+01  3.6389E+01  3.2225E+01
  1.1406E+01  1.3562E+02  6.8332E+01  4.6539E+01  3.6711E+01  3.2510E+01
  1.1506E+01  1.3682E+02  6.8932E+01  4.6948E+01  3.7033E+01  3.2795E+01
  1.1606E+01  1.3802E+02  6.9533E+01  4.7356E+01  3.7355E+01  3.3081E+01
  1.1706E+01  1.3923E+02  7.0134E+01  4.7765E+01  3.7678E+01  3.3366E+01
  1.1806E+01  1.4043E+02  7.0735E+01  4.8174E+01  3.8000E+01  3.3652E+01
  1.1906E+01  1.4164E+02  7.1336E+01  4.8582E+01  3.8322E+01  3.3937E+01
  1.2006E+01  1.4284E+02  7.1937E+01  4.8991E+01  3.8645E+01  3.4223E+01
  1.2106E+01  1.4405E+02  7.2538E+01  4.9400E+01  3.8967E+01  3.4508E+01
  1.2206E+01  1.4526E+02  7.3139E+01  4.9809E+01  3.9289E+01  3.4794E+01
  1.2306E+01  1.4647E+02  7.3741E+01  5.0217E+01  3.9612E+01  3.5079E+01
  1.2406E+01  1.4768E+02  7.4342E+01  5.0626E+01  3.9934E+01  3.5365E+01
  1.2506E+01  1.4889E+02  7.4943E+01  5.1035E+01  4.0256E+01  3.5650E+01
  1.2606E+01  1.5010E+02  7.5545E+01  5.1444E+01  4.0579E+01  3.5936E+01
  1.2706E+01  1.5132E+02  7.6147E+01  5.1853E+01  4.0901E+01  3.6222E+01
  1.2806E+01  1.5253E+02  7.6749E+01  5.2262E+01  4.1224E+01  3.6507E+01
  1.2906E+01  1.5375E+02  7.7351E+01  5.2671E+01  4.1546E+01  3.6793E+01
  1.3007E+01  1.5497E+02  7.7953E+01  5.3080E+01  4.1869E+01  3.7079E+01
  1.3107E+01  1.5619E+02  7.8555E+01  5.3489E+01  4.2191E+01  3.7364E+01
  1.3207E+01  1.5741E+02  7.9157E+01  5.3898E+01  4.2514E+01  3.7650E+01
  1.3307E+01  1.5863E+02  7.9760E+01  5.4308E+01  4.2837E+01  3.7936E+01
  1.3407E+01  1.5985E+02  8.0363E+01  5.4717E+01  4.3159E+01  3.8221E+01
  1.3507E+01  1.6108E+02  8.0965E+01  5.5126E+01  4.3482E+01  3.8507E+01
  1.3607E+01  1.6231E+02  8.1568E+01  5.5535E+01  4.3805E+01  3.8793E+01
  1.3707E+01  1.6354E+02  8.2172E+01  5.5945E+01  4.4127E+01  3.9079E+01
  1.3807E+01  1.6477E+02  8.2775E+01  5.6354E+01  4.4450E+01  3.9365E+01
  1.3907E+01  1.6600E+02  8.3378E+01  5.6764E+01  4.4773E+01  3.9651E+01
  1.4007E+01  1.6724E+02  8.3982E+01  5.7173E+01  4.5096E+01  3.9937E+01
  1.4107E+01  1.6848E+02  8.4586E+01  5.7583E+01  4.5418E+01  4.0223E+01
  1.4207E+01  1.6972E+02  8.5190E+01  5.7992E+01  4.5741E+01  4.0509E+01
  1.4307E+01  1.7096E+02  8.5794E+01  5.8402E+01  4.6064E+01  4.0795E+01
  1.4407E+01  1.7220E+02  8.6399E+01  5.8812E+01  4.6387E+01  4.1081E+01
  1.4507E+01  1.7345E+02  8.7004E+01  5.9222E+01  4.6710E+01  4.1367E+01
  1.4607E+01  1.7470E+02  8.7609E+01  5.9632E+01  4.7033E+01  4.1653E+01
  1.4707E+01  1.7595E+02  8.8214E+01  6.0042E+01  4.7356E+01  4.1939E+01
  1.4807E+01  1.7721E+02  8.8819E+01  6.0452E+01  4.7679E+01  4.2225E+01
  1.4907E+01  1.7847E+02  8.9425E+01  6.0862E+01  4.8002E+01  4.2511E+01
  1.5008E+01  1.7973E+02  9.0031E+01  6.1272E+01  4.8326E+01  4.2798E+01
  1.5108E+01  1.8100E+02  9.0637E+01  6.1682E+01  4.8649E+01  4.3084E+01
  1.5208E+01  1.8227E+02  9.1244E+01  6.2093E+01  4.8972E+01  4.3370E+01
  1.5308E+01  1.8354E+02  9.1851E+01  6.2503E+01  4.9295E+01  4.3657E+01
  1.5408E+01  1.8481E+02  9.2458E+01  6.2914E+01  4.9619E+01  4.3943E+01
  1.5508E+01  1.8609E+02  9.3065E+01  6.3324E+01  4.9942E+01  4.4230E+01
  1.5608E+01  1.8738E+02  9.3673E+01  6.3735E+01  5.0266E+01  4.4517E+01
  1.5708E+01  1.8866E+02  9.4281E+01  6.4146E+01  5.0589E+01  4.4803E+01
  1.5808E+01  1.8996E+02  9.4890E+01  6.4557E+01  5.0913E+01  4.5090E+01
  1.5908E+01  1.9125E+02  9.5499E+01  6.4968E+01  5.1237E+01  4.5377E+01
  1.6008E+01  1.9255E+02  9.6108E+01  6.5379E+01  5.1560E+01  4.5663E+01
  1.6108E+01  1.9386E+02  9.6718E+01  6.5790E+01  5.1884E+01  4.5950E+01
  1.6208E+01  1.9517E+02  9.7328E+01  6.6202E+01  5.2208E+01  4.6237E+01
  1.6308E+01  1.9648E+02  9.7938E+01  6.6613E+01  5.2532E+01  4.6524E+01
  1.6408E+01  1.9780E+02  9.8549E+01  6.7025E+01  5.2856E+01  4.6811E+01
  1.6508E+01  1.9913E+02  9.9161E+01  6.7436E+01  5.3180E+01  4.7098E+01
  1.6608E+01  2.0046E+02  9.9773E+01  6.7848E+01  5.3504E+01  4.7386E+01
