  3.0132E-01  1.0198E+01  1.0078E+01
  6.0235E-01  1.0718E+01  1.0677E+01
  7.7844E-01  1.1046E+01  1.1027E+01
  9.0338E-01  1.1284E+01  1.1274E+01
  1.0003E+00  1.1471E+01  1.1466E+01
  1.0795E+00  1.1624E+01  1.1621E+01
  1.1464E+00  1.1753E+01  1.1753E+01
  1.2044E+00  1.1865E+01  1.1866E+01
  1.2556E+00  1.1964E+01  1.1966E+01
  1.3013E+00  1.2053E+01  1.2055E+01
  1.3427E+00  1.2132E+01  1.2135E+01
  1.3805E+00  1.2205E+01  1.2208E+01
  1.4153E+00  1.2272E+01  1.2275E+01
  1.4474E+00  1.2333E+01  1.2337E+01
  1.4774E+00  1.2391E+01  1.2394E+01
  1.5054E+00  1.2444E+01  1.2448E+01
  1.5318E+00  1.2494E+01  1.2498E+01
  1.5566E+00  1.2541E+01  1.2545E+01
  1.5801E+00  1.2585E+01  1.2590E+01
  1.6023E+00  1.2627E+01  1.2632E+01
  1.6235E+00  1.2667E+01  1.2672E+01
  1.6437E+00  1.2705E+01  1.2710E+01
  1.6630E+00  1.2741E+01  1.2746E+01
  1.6815E+00  1.2776E+01  1.2780E+01
  1.6993E+00  1.2809E+01  1.2813E+01
  1.7163E+00  1.2840E+01  1.2845E+01
  1.7327E+00  1.2871E+01  1.2875E+01
  1.7485E+00  1.2900E+01  1.2905E+01
  1.7637E+00  1.2928E+01  1.2933E+01
  1.7784E+00  1.2955E+01  1.2960E+01
  1.7927E+00  1.2981E+01  1.2986E+01
  1.8065E+00  1.3006E+01  1.3011E+01
  1.8198E+00  1.3031E+01  1.3036E+01
  1.8328E+00  1.3054E+01  1.3059E+01
  1.8454E+00  1.3077E+01  1.3082E+01
  1.8576E+00  1.3099E+01  1.3104E+01
  1.8695E+00  1.3121E+01  1.3126E+01
  1.8811E+00  1.3142E+01  1.3147E+01
  1.8924E+00  1.3162E+01  1.3167E+01
  1.9034E+00  1.3182E+01  1.3186E+01
  1.9141E+00  1.3201E+01  1.3206E+01
  1.9246E+00  1.3219E+01  1.3224E+01
  1.9348E+00  1.3237E+01  1.3243E+01
  1.9448E+00  1.3255E+01  1.3260E+01
  1.9545E+00  1.3272E+01  1.3278E+01
  1.9641E+00  1.3289E+01  1.3294E+01
  1.9734E+00  1.3306E+01  1.3311E+01
  1.9826E+00  1.3322E+01  1.3327E+01
  1.9915E+00  1.3337E+01  1.3343E+01
  2.0003E+00  1.3353E+01  1.3358E+01
  2.0089E+00  1.3368E+01  1.3373E+01
  2.0173E+00  1.3383E+01  1.3388E+01
  2.0256E+00  1.3397E+01  1.3402E+01
  2.0337E+00  1.3411E+01  1.3416E+01
  2.0417E+00  1.3425E+01  1.3430E+01
  2.0495E+00  1.3438E+01  1.3443E+01
  2.0572E+00  1.3451E+01  1.3457E+01
  2.0647E+00  1.3464E+01  1.3469E+01
  2.0722E+00  1.3477E+01  1.3482E+01
  2.0795E+00  1.3490E+01  1.3495E+01
  2.0866E+00  1.3502E+01  1.3507E+01
  2.0937E+00  1.3514E+01  1.3519E+01
  2.1007E+00  1.3526E+01  1.3531E+01
  2.1075E+00  1.3537E+01  1.3542E+01
  2.1142E+00  1.3548E+01  1.3554E+01
  2.1209E+00  1.3560E+01  1.3565E+01
  2.1274E+00  1.3571E+01  1.3576E+01
  2.1338E+00  1.3581E+01  1.3587E+01
  2.1402E+00  1.3592E+01  1.3597E+01
  2.1464E+00  1.3602E+01  1.3608E+01
  2.1526E+00  1.3613E+01  1.3618E+01
  2.1587E+00  1.3623E+01  1.3628E+01
  2.1646E+00  1.3633E+01  1.3638E+01
  2.1706E+00  1.3642E+01  1.3648E+01
