  2.8963E-04  7.7331E+00  5.4093E+07
  4.7741E-01  7.7346E+00  5.4270E+07
  6.9926E-01  7.7372E+00  5.4599E+07
  8.4539E-01  7.7409E+00  5.5068E+07
  9.5453E-01  7.7456E+00  5.5665E+07
  1.0417E+00  7.7511E+00  5.6381E+07
  1.1142E+00  7.7574E+00  5.7203E+07
  1.1764E+00  7.7643E+00  5.8123E+07
  1.2307E+00  7.7718E+00  5.9127E+07
  1.2790E+00  7.7796E+00  6.0206E+07
  1.3225E+00  7.7878E+00  6.1349E+07
  1.3620E+00  7.7962E+00  6.2546E+07
  1.3982E+00  7.8047E+00  6.3785E+07
  1.4317E+00  7.8133E+00  6.5059E+07
  1.4627E+00  7.8219E+00  6.6357E+07
  1.4917E+00  7.8304E+00  6.7672E+07
  1.5188E+00  7.8388E+00  6.8997E+07
  1.5444E+00  7.8471E+00  7.0324E+07
  1.5685E+00  7.8552E+00  7.1648E+07
  1.5914E+00  7.8631E+00  7.2963E+07
  1.6131E+00  7.8708E+00  7.4265E+07
  1.6338E+00  7.8782E+00  7.5549E+07
  1.6535E+00  7.8854E+00  7.6812E+07
  1.6724E+00  7.8924E+00  7.8052E+07
  1.6905E+00  7.8991E+00  7.9265E+07
  1.7079E+00  7.9055E+00  8.0450E+07
  1.7246E+00  7.9117E+00  8.1606E+07
  1.7407E+00  7.9177E+00  8.2731E+07
  1.7562E+00  7.9234E+00  8.3824E+07
  1.7711E+00  7.9288E+00  8.4885E+07
  1.7856E+00  7.9341E+00  8.5913E+07
  1.7996E+00  7.9391E+00  8.6910E+07
  1.8132E+00  7.9439E+00  8.7874E+07
  1.8264E+00  7.9484E+00  8.8806E+07
  1.8391E+00  7.9528E+00  8.9706E+07
  1.8515E+00  7.9570E+00  9.0575E+07
  1.8636E+00  7.9610E+00  9.1413E+07
  1.8754E+00  7.9648E+00  9.2222E+07
  1.8868E+00  7.9685E+00  9.3001E+07
  1.8979E+00  7.9720E+00  9.3752E+07
  1.9088E+00  7.9753E+00  9.4476E+07
  1.9194E+00  7.9785E+00  9.5172E+07
  1.9297E+00  7.9816E+00  9.5843E+07
  1.9398E+00  7.9845E+00  9.6488E+07
  1.9497E+00  7.9873E+00  9.7110E+07
  1.9593E+00  7.9899E+00  9.7707E+07
  1.9688E+00  7.9925E+00  9.8282E+07
  1.9780E+00  7.9949E+00  9.8835E+07
  1.9871E+00  7.9972E+00  9.9367E+07
  1.9959E+00  7.9995E+00  9.9879E+07
  2.0046E+00  8.0016E+00  1.0037E+08
  2.0131E+00  8.0037E+00  1.0084E+08
  2.0215E+00  8.0056E+00  1.0130E+08
  2.0297E+00  8.0075E+00  1.0174E+08
  2.0377E+00  8.0093E+00  1.0216E+08
  2.0456E+00  8.0110E+00  1.0256E+08
  2.0534E+00  8.0126E+00  1.0295E+08
  2.0610E+00  8.0142E+00  1.0333E+08
  2.0685E+00  8.0157E+00  1.0369E+08
  2.0758E+00  8.0172E+00  1.0403E+08
  2.0831E+00  8.0185E+00  1.0436E+08
  2.0902E+00  8.0199E+00  1.0468E+08
  2.0972E+00  8.0212E+00  1.0499E+08
  2.1041E+00  8.0224E+00  1.0529E+08
  2.1109E+00  8.0235E+00  1.0557E+08
  2.1176E+00  8.0247E+00  1.0584E+08
  2.1241E+00  8.0257E+00  1.0611E+08
  2.1306E+00  8.0268E+00  1.0636E+08
  2.1370E+00  8.0278E+00  1.0660E+08
  2.1433E+00  8.0287E+00  1.0683E+08
  2.1495E+00  8.0296E+00  1.0706E+08
  2.1556E+00  8.0305E+00  1.0727E+08
  2.1617E+00  8.0313E+00  1.0748E+08
  2.1676E+00  8.0321E+00  1.0768E+08
  2.1735E+00  8.0329E+00  1.0787E+08
  2.1793E+00  8.0336E+00  1.0805E+08
  2.1850E+00  8.0343E+00  1.0823E+08
  2.1906E+00  8.0350E+00  1.0840E+08
  2.1962E+00  8.0357E+00  1.0856E+08
  2.2017E+00  8.0363E+00  1.0871E+08
  2.2071E+00  8.0369E+00  1.0886E+08
  2.2125E+00  8.0374E+00  1.0901E+08
  2.2178E+00  8.0380E+00  1.0914E+08
  2.2230E+00  8.0385E+00  1.0927E+08
  2.2282E+00  8.0390E+00  1.0940E+08
  2.2333E+00  8.0395E+00  1.0952E+08
  2.2383E+00  8.0399E+00  1.0963E+08
  2.2433E+00  8.0404E+00  1.0974E+08
  2.2483E+00  8.0408E+00  1.0985E+08
  2.2531E+00  8.0412E+00  1.0995E+08
  2.2580E+00  8.0416E+00  1.1004E+08
  2.2627E+00  8.0419E+00  1.1014E+08
  2.2675E+00  8.0423E+00  1.1022E+08
  2.2721E+00  8.0426E+00  1.1030E+08
  2.2768E+00  8.0429E+00  1.1038E+08
  2.2813E+00  8.0432E+00  1.1046E+08
  2.2858E+00  8.0435E+00  1.1053E+08
  2.2903E+00  8.0437E+00  1.1060E+08
  2.2948E+00  8.0440E+00  1.1066E+08
  2.2991E+00  8.0442E+00  1.1072E+08
  2.3035E+00  8.0444E+00  1.1078E+08
  2.3078E+00  8.0447E+00  1.1083E+08
  2.3120E+00  8.0449E+00  1.1088E+08
  2.3163E+00  8.0450E+00  1.1093E+08
  2.3204E+00  8.0452E+00  1.1097E+08
  2.3246E+00  8.0454E+00  1.1101E+08
  2.3287E+00  8.0455E+00  1.1105E+08
  2.3327E+00  8.0457E+00  1.1109E+08
  2.3367E+00  8.0458E+00  1.1112E+08
  2.3407E+00  8.0459E+00  1.1115E+08
  2.3447E+00  8.0460E+00  1.1118E+08
  2.3486E+00  8.0461E+00  1.1120E+08
  2.3525E+00  8.0462E+00  1.1123E+08
  2.3563E+00  8.0463E+00  1.1125E+08
  2.3601E+00  8.0464E+00  1.1126E+08
  2.3639E+00  8.0464E+00  1.1128E+08
  2.3676E+00  8.0465E+00  1.1129E+08
  2.3714E+00  8.0465E+00  1.1130E+08
  2.3750E+00  8.0465E+00  1.1131E+08
  2.3787E+00  8.0466E+00  1.1132E+08
  2.3823E+00  8.0466E+00  1.1133E+08
