  3.0006E-01  9.2400E-01  5.1400E-01  4.1000E-01
  9.0018E-01  9.2400E-01  5.1400E-01  4.1000E-01
  1.5003E+00  9.2400E-01  5.1400E-01  4.1000E-01
  2.1004E+00  9.2399E-01  5.1399E-01  4.1000E-01
  2.7005E+00  9.2398E-01  5.1398E-01  4.1000E-01
  3.3007E+00  9.2396E-01  5.1396E-01  4.1000E-01
  3.9008E+00  9.2394E-01  5.1394E-01  4.1000E-01
  4.5009E+00  9.2391E-01  5.1391E-01  4.1000E-01
  5.1010E+00  9.2387E-01  5.1387E-01  4.1000E-01
  5.7011E+00  9.2382E-01  5.1382E-01  4.1000E-01
  6.3013E+00  9.2375E-01  5.1375E-01  4.1000E-01
  6.9014E+00  9.2368E-01  5.1368E-01  4.1000E-01
  7.5015E+00  9.2358E-01  5.1358E-01  4.1000E-01
  8.1016E+00  9.2348E-01  5.1348E-01  4.1000E-01
  8.7017E+00  9.2335E-01  5.1335E-01  4.1000E-01
  9.3019E+00  9.2321E-01  5.1321E-01  4.1000E-01
  9.9020E+00  9.2305E-01  5.1305E-01  4.1000E-01
  1.0502E+01  9.2286E-01  5.1286E-01  4.1000E-01
  1.1102E+01  9.2266E-01  5.1266E-01  4.1000E-01
  1.1702E+01  9.2243E-01  5.1243E-01  4.1000E-01
  1.2302E+01  9.2217E-01  5.1217E-01  4.1000E-01
  1.2903E+01  9.2189E-01  5.1189E-01  4.1000E-01
  1.3503E+01  9.2159E-01  5.1159E-01  4.1000E-01
  1.4103E+01  9.2125E-01  5.1125E-01  4.1000E-01
  1.4703E+01  9.2089E-01  5.1089E-01  4.1000E-01
  1.5303E+01  9.2050E-01  5.1050E-01  4.1000E-01
  1.5903E+01  9.2007E-01  5.1007E-01  4.1000E-01
  1.6503E+01  9.1961E-01  5.0961E-01  4.1000E-01
  1.7103E+01  9.1912E-01  5.0912E-01  4.1000E-01
  1.7704E+01  9.1860E-01  5.0860E-01  4.1000E-01
  1.8304E+01  9.1804E-01  5.0804E-01  4.1000E-01
  1.8904E+01  9.1744E-01  5.0744E-01  4.1000E-01
  1.9504E+01  9.1680E-01  5.0680E-01  4.1000E-01
  2.0104E+01  9.1613E-01  5.0613E-01  4.1000E-01
  2.0704E+01  9.1541E-01  5.0541E-01  4.1000E-01
  2.1304E+01  9.1466E-01  5.0466E-01  4.1000E-01
  2.1904E+01  9.1386E-01  5.0386E-01  4.1000E-01
  2.2505E+01  9.1302E-01  5.0302E-01  4.1000E-01
  2.3105E+01  9.1214E-01  5.0214E-01  4.1000E-01
  2.3705E+01  9.1122E-01  5.0122E-01  4.1000E-01
  2.4305E+01  9.1025E-01  5.0025E-01  4.1000E-01
  2.4905E+01  9.0924E-01  4.9924E-01  4.1000E-01
  2.5505E+01  9.0818E-01  4.9818E-01  4.1000E-01
  2.6105E+01  9.0708E-01  4.9708E-01  4.1000E-01
  2.6705E+01  9.0592E-01  4.9592E-01  4.1000E-01
  2.7305E+01  9.0473E-01  4.9473E-01  4.1000E-01
  2.7906E+01  9.0348E-01  4.9348E-01  4.1000E-01
  2.8506E+01  9.0219E-01  4.9219E-01  4.1000E-01
  2.9106E+01  9.0084E-01  4.9084E-01  4.1000E-01
  2.9706E+01  8.9945E-01  4.8945E-01  4.1000E-01
  3.0306E+01  8.9801E-01  4.8801E-01  4.1000E-01
  3.0906E+01  8.9652E-01  4.8652E-01  4.1000E-01
  3.1506E+01  8.9499E-01  4.8499E-01  4.1000E-01
  3.2106E+01  8.9340E-01  4.8340E-01  4.1000E-01
  3.2707E+01  8.9176E-01  4.8176E-01  4.1000E-01
  3.3307E+01  8.9008E-01  4.8008E-01  4.1000E-01
  3.3907E+01  8.8834E-01  4.7834E-01  4.1000E-01
  3.4507E+01  8.8656E-01  4.7656E-01  4.1000E-01
  3.5107E+01  8.8473E-01  4.7473E-01  4.1000E-01
  3.5707E+01  8.8284E-01  4.7284E-01  4.1000E-01
  3.6307E+01  8.8091E-01  4.7091E-01  4.1000E-01
  3.6907E+01  8.7894E-01  4.6894E-01  4.1000E-01
  3.7508E+01  8.7691E-01  4.6691E-01  4.1000E-01
  3.8108E+01  8.7484E-01  4.6484E-01  4.1000E-01
  3.8708E+01  8.7272E-01  4.6272E-01  4.1000E-01
  3.9308E+01  8.7055E-01  4.6055E-01  4.1000E-01
  3.9908E+01  8.6834E-01  4.5834E-01  4.1000E-01
  4.0508E+01  8.6609E-01  4.5609E-01  4.1000E-01
  4.1108E+01  8.6379E-01  4.5379E-01  4.1000E-01
  4.1708E+01  8.6144E-01  4.5144E-01  4.1000E-01
  4.2308E+01  8.5906E-01  4.4906E-01  4.1000E-01
  4.2909E+01  8.5663E-01  4.4663E-01  4.1000E-01
  4.3509E+01  8.5416E-01  4.4416E-01  4.1000E-01
  4.4109E+01  8.5165E-01  4.4165E-01  4.1000E-01
  4.4709E+01  8.4910E-01  4.3910E-01  4.1000E-01
  4.5309E+01  8.4651E-01  4.3651E-01  4.1000E-01
  4.5909E+01  8.4389E-01  4.3389E-01  4.1000E-01
  4.6509E+01  8.4123E-01  4.3123E-01  4.1000E-01
  4.7109E+01  8.3854E-01  4.2854E-01  4.1000E-01
  4.7710E+01  8.3581E-01  4.2581E-01  4.1000E-01
  4.8310E+01  8.3304E-01  4.2304E-01  4.1000E-01
  4.8910E+01  8.3025E-01  4.2025E-01  4.1000E-01
  4.9510E+01  8.2743E-01  4.1743E-01  4.1000E-01
  5.0110E+01  8.2457E-01  4.1457E-01  4.1000E-01
  5.0710E+01  8.2169E-01  4.1169E-01  4.1000E-01
  5.1310E+01  8.1878E-01  4.0878E-01  4.1000E-01
  5.1910E+01  8.1585E-01  4.0585E-01  4.1000E-01
  5.2511E+01  8.1289E-01  4.0289E-01  4.1000E-01
  5.3111E+01  8.0991E-01  3.9991E-01  4.1000E-01
  5.3711E+01  8.0691E-01  3.9691E-01  4.1000E-01
  5.4311E+01  8.0389E-01  3.9389E-01  4.1000E-01
  5.4911E+01  8.0084E-01  3.9084E-01  4.1000E-01
  5.5511E+01  7.9778E-01  3.8778E-01  4.1000E-01
  5.6111E+01  7.9471E-01  3.8471E-01  4.1000E-01
  5.6711E+01  7.9162E-01  3.8162E-01  4.1000E-01
  5.7311E+01  7.8851E-01  3.7851E-01  4.1000E-01
  5.7912E+01  7.8539E-01  3.7539E-01  4.1000E-01
  5.8512E+01  7.8226E-01  3.7226E-01  4.1000E-01
  5.9112E+01  7.7912E-01  3.6912E-01  4.1000E-01
  5.9712E+01  7.7598E-01  3.6598E-01  4.1000E-01
  6.0312E+01  7.7282E-01  3.6282E-01  4.1000E-01
  6.0912E+01  7.6966E-01  3.5966E-01  4.1000E-01
  6.1512E+01  7.6649E-01  3.5649E-01  4.1000E-01
  6.2112E+01  7.6332E-01  3.5332E-01  4.1000E-01
  6.2713E+01  7.6015E-01  3.5015E-01  4.1000E-01
  6.3313E+01  7.5697E-01  3.4697E-01  4.1000E-01
  6.3913E+01  7.5379E-01  3.4379E-01  4.1000E-01
  6.4513E+01  7.5062E-01  3.4062E-01  4.1000E-01
  6.5113E+01  7.4745E-01  3.3745E-01  4.1000E-01
  6.5713E+01  7.4428E-01  3.3428E-01  4.1000E-01
  6.6313E+01  7.4111E-01  3.3111E-01  4.1000E-01
  6.6913E+01  7.3795E-01  3.2795E-01  4.1000E-01
  6.7514E+01  7.3480E-01  3.2480E-01  4.1000E-01
  6.8114E+01  7.3165E-01  3.2165E-01  4.1000E-01
  6.8714E+01  7.2851E-01  3.1851E-01  4.1000E-01
  6.9314E+01  7.2538E-01  3.1538E-01  4.1000E-01
  6.9914E+01  7.2226E-01  3.1226E-01  4.1000E-01
  7.0514E+01  7.1915E-01  3.0915E-01  4.1000E-01
  7.1114E+01  7.1605E-01  3.0605E-01  4.1000E-01
  7.1714E+01  7.1296E-01  3.0296E-01  4.1000E-01
  7.2314E+01  7.0989E-01  2.9989E-01  4.1000E-01
