  3.0006E-01  0.0000E+00  0.0000E+00  0.0000E+00
  9.0018E-01  1.0809E+09  1.4243E+09  1.1605E+10
  1.5003E+00  4.3155E+09  4.7386E+09  3.7831E+10
  2.1004E+00  9.6922E+09  1.0121E+10  7.0701E+10
  2.7005E+00  1.7199E+10  1.7588E+10  1.0606E+11
  3.3007E+00  2.6825E+10  2.7136E+10  1.4170E+11
  3.9008E+00  3.8557E+10  3.8759E+10  1.7648E+11
  4.5009E+00  5.2385E+10  5.2446E+10  2.0980E+11
  5.1010E+00  6.8297E+10  6.8188E+10  2.4140E+11
  5.7011E+00  8.6281E+10  8.5975E+10  2.7119E+11
  6.3013E+00  1.0633E+11  1.0580E+11  2.9917E+11
  6.9014E+00  1.2842E+11  1.2764E+11  3.2543E+11
  7.5015E+00  1.5256E+11  1.5150E+11  3.5004E+11
  8.1016E+00  1.7872E+11  1.7736E+11  3.7311E+11
  8.7017E+00  2.0690E+11  2.0521E+11  3.9475E+11
  9.3019E+00  2.3708E+11  2.3504E+11  4.1507E+11
  9.9020E+00  2.6926E+11  2.6684E+11  4.3416E+11
  1.0502E+01  3.0342E+11  3.0060E+11  4.5212E+11
  1.1102E+01  3.3956E+11  3.3630E+11  4.6904E+11
  1.1702E+01  3.7766E+11  3.7395E+11  4.8499E+11
  1.2302E+01  4.1771E+11  4.1352E+11  5.0006E+11
  1.2903E+01  4.5970E+11  4.5501E+11  5.1430E+11
  1.3503E+01  5.0362E+11  4.9841E+11  5.2779E+11
  1.4103E+01  5.4946E+11  5.4370E+11  5.4057E+11
  1.4703E+01  5.9722E+11  5.9088E+11  5.5269E+11
  1.5303E+01  6.4687E+11  6.3994E+11  5.6422E+11
  1.5903E+01  6.9841E+11  6.9086E+11  5.7517E+11
  1.6503E+01  7.5183E+11  7.4364E+11  5.8561E+11
  1.7103E+01  8.0712E+11  7.9826E+11  5.9555E+11
  1.7704E+01  8.6426E+11  8.5472E+11  6.0504E+11
  1.8304E+01  9.2326E+11  9.1301E+11  6.1410E+11
  1.8904E+01  9.8409E+11  9.7311E+11  6.2276E+11
  1.9504E+01  1.0468E+12  1.0350E+12  6.3105E+11
  2.0104E+01  1.1112E+12  1.0987E+12  6.3899E+11
  2.0704E+01  1.1775E+12  1.1642E+12  6.4660E+11
  2.1304E+01  1.2456E+12  1.2315E+12  6.5390E+11
  2.1904E+01  1.3155E+12  1.3005E+12  6.6090E+11
  2.2505E+01  1.3872E+12  1.3713E+12  6.6764E+11
  2.3105E+01  1.4606E+12  1.4439E+12  6.7411E+11
  2.3705E+01  1.5358E+12  1.5181E+12  6.8034E+11
  2.4305E+01  1.6127E+12  1.5942E+12  6.8634E+11
  2.4905E+01  1.6914E+12  1.6719E+12  6.9212E+11
  2.5505E+01  1.7718E+12  1.7513E+12  6.9769E+11
  2.6105E+01  1.8540E+12  1.8325E+12  7.0307E+11
  2.6705E+01  1.9378E+12  1.9153E+12  7.0826E+11
  2.7305E+01  2.0234E+12  1.9999E+12  7.1327E+11
  2.7906E+01  2.1107E+12  2.0861E+12  7.1812E+11
  2.8506E+01  2.1996E+12  2.1739E+12  7.2280E+11
  2.9106E+01  2.2902E+12  2.2635E+12  7.2733E+11
  2.9706E+01  2.3825E+12  2.3546E+12  7.3172E+11
  3.0306E+01  2.4765E+12  2.4475E+12  7.3597E+11
  3.0906E+01  2.5721E+12  2.5419E+12  7.4009E+11
  3.1506E+01  2.6693E+12  2.6380E+12  7.4408E+11
  3.2106E+01  2.7682E+12  2.7357E+12  7.4796E+11
  3.2707E+01  2.8687E+12  2.8349E+12  7.5172E+11
  3.3307E+01  2.9708E+12  2.9358E+12  7.5536E+11
  3.3907E+01  3.0746E+12  3.0383E+12  7.5891E+11
  3.4507E+01  3.1799E+12  3.1424E+12  7.6235E+11
  3.5107E+01  3.2868E+12  3.2480E+12  7.6570E+11
  3.5707E+01  3.3953E+12  3.3552E+12  7.6895E+11
  3.6307E+01  3.5054E+12  3.4639E+12  7.7212E+11
  3.6907E+01  3.6170E+12  3.5742E+12  7.7520E+11
  3.7508E+01  3.7302E+12  3.6860E+12  7.7819E+11
  3.8108E+01  3.8450E+12  3.7994E+12  7.8111E+11
  3.8708E+01  3.9613E+12  3.9143E+12  7.8396E+11
  3.9308E+01  4.0791E+12  4.0307E+12  7.8673E+11
  3.9908E+01  4.1984E+12  4.1486E+12  7.8943E+11
  4.0508E+01  4.3193E+12  4.2680E+12  7.9206E+11
  4.1108E+01  4.4417E+12  4.3889E+12  7.9463E+11
  4.1708E+01  4.5656E+12  4.5112E+12  7.9714E+11
  4.2308E+01  4.6909E+12  4.6351E+12  7.9959E+11
  4.2909E+01  4.8178E+12  4.7604E+12  8.0197E+11
  4.3509E+01  4.9461E+12  4.8872E+12  8.0431E+11
  4.4109E+01  5.0759E+12  5.0154E+12  8.0659E+11
  4.4709E+01  5.2072E+12  5.1450E+12  8.0881E+11
  4.5309E+01  5.3399E+12  5.2762E+12  8.1099E+11
  4.5909E+01  5.4740E+12  5.4087E+12  8.1311E+11
  4.6509E+01  5.6096E+12  5.5426E+12  8.1519E+11
  4.7109E+01  5.7466E+12  5.6780E+12  8.1723E+11
  4.7710E+01  5.8851E+12  5.8148E+12  8.1922E+11
  4.8310E+01  6.0250E+12  5.9529E+12  8.2116E+11
  4.8910E+01  6.1662E+12  6.0925E+12  8.2307E+11
  4.9510E+01  6.3089E+12  6.2334E+12  8.2493E+11
  5.0110E+01  6.4530E+12  6.3758E+12  8.2676E+11
  5.0710E+01  6.5984E+12  6.5194E+12  8.2855E+11
  5.1310E+01  6.7453E+12  6.6645E+12  8.3030E+11
  5.1910E+01  6.8935E+12  6.8109E+12  8.3202E+11
