  4.5291E+04 -2.0426E-01 -5.5908E-01 -4.5369E-02 -1.0518E+00
  4.6304E+04 -2.0493E-01 -5.5981E-01 -4.6055E-02 -1.0460E+00
  4.7322E+04 -2.0559E-01 -5.6052E-01 -4.6731E-02 -1.0400E+00
  4.8345E+04 -2.0623E-01 -5.6123E-01 -4.7395E-02 -1.0339E+00
  4.9374E+04 -2.0687E-01 -5.6192E-01 -4.8049E-02 -1.0276E+00
  5.0408E+04 -2.0749E-01 -5.6261E-01 -4.8693E-02 -1.0211E+00
  5.1447E+04 -2.0811E-01 -5.6328E-01 -4.9327E-02 -1.0143E+00
  5.2492E+04 -2.0871E-01 -5.6395E-01 -4.9951E-02 -1.0072E+00
  5.3541E+04 -2.0931E-01 -5.6461E-01 -5.0567E-02 -1.0006E+00
  5.4595E+04 -2.0990E-01 -5.6526E-01 -5.1173E-02 -9.9410E-01
  5.5655E+04 -2.1048E-01 -5.6590E-01 -5.1770E-02 -9.8833E-01
  5.6719E+04 -2.1104E-01 -5.6654E-01 -5.2358E-02 -9.8157E-01
  5.7788E+04 -2.1160E-01 -5.6716E-01 -5.2939E-02 -9.7409E-01
  5.8861E+04 -2.1216E-01 -5.6778E-01 -5.3511E-02 -9.6603E-01
  5.9940E+04 -2.1270E-01 -5.6839E-01 -5.4076E-02 -9.5906E-01
  6.1023E+04 -2.1324E-01 -5.6899E-01 -5.4632E-02 -9.5170E-01
  6.2111E+04 -2.1376E-01 -5.6959E-01 -5.5182E-02 -9.4490E-01
  6.3203E+04 -2.1428E-01 -5.7018E-01 -5.5724E-02 -9.3665E-01
  6.4300E+04 -2.1480E-01 -5.7077E-01 -5.6259E-02 -9.2907E-01
  6.5401E+04 -2.1530E-01 -5.7134E-01 -5.6787E-02 -9.2110E-01
  6.6507E+04 -2.1580E-01 -5.7192E-01 -5.7308E-02 -9.1311E-01
  6.7618E+04 -2.1630E-01 -5.7248E-01 -5.7823E-02 -9.0538E-01
  6.8733E+04 -2.1678E-01 -5.7304E-01 -5.8331E-02 -8.9716E-01
  6.9852E+04 -2.1726E-01 -5.7359E-01 -5.8833E-02 -8.8827E-01
  7.0975E+04 -2.1773E-01 -5.7414E-01 -5.9329E-02 -8.8053E-01
  7.2103E+04 -2.1820E-01 -5.7468E-01 -5.9819E-02 -8.7215E-01
  7.3235E+04 -2.1866E-01 -5.7522E-01 -6.0304E-02 -8.6278E-01
  7.4372E+04 -2.1912E-01 -5.7575E-01 -6.0782E-02 -8.5459E-01
  7.5512E+04 -2.1957E-01 -5.7628E-01 -6.1255E-02 -8.4605E-01
  7.6657E+04 -2.2001E-01 -5.7680E-01 -6.1722E-02 -8.3660E-01
  7.7806E+04 -2.2045E-01 -5.7732E-01 -6.2184E-02 -8.2804E-01
  7.8959E+04 -2.2088E-01 -5.7783E-01 -6.2641E-02 -8.1890E-01
  8.0116E+04 -2.2131E-01 -5.7834E-01 -6.3093E-02 -8.0957E-01
  8.1277E+04 -2.2173E-01 -5.7884E-01 -6.3540E-02 -8.0065E-01
  8.2442E+04 -2.2215E-01 -5.7934E-01 -6.3982E-02 -7.9141E-01
  8.3611E+04 -2.2256E-01 -5.7984E-01 -6.4419E-02 -7.8138E-01
  8.4784E+04 -2.2296E-01 -5.8033E-01 -6.4851E-02 -7.7289E-01
  8.5960E+04 -2.2337E-01 -5.8082E-01 -6.5279E-02 -7.6286E-01
  8.7141E+04 -2.2376E-01 -5.8130E-01 -6.5702E-02 -7.5380E-01
  8.8326E+04 -2.2416E-01 -5.8178E-01 -6.6121E-02 -7.4408E-01
  8.9514E+04 -2.2454E-01 -5.8225E-01 -6.6536E-02 -7.3393E-01
  9.0706E+04 -2.2493E-01 -5.8272E-01 -6.6946E-02 -7.2503E-01
  9.1902E+04 -2.2531E-01 -5.8319E-01 -6.7352E-02 -7.1494E-01
  9.3102E+04 -2.2568E-01 -5.8365E-01 -6.7754E-02 -7.0598E-01
  9.4305E+04 -2.2605E-01 -5.8411E-01 -6.8152E-02 -6.9597E-01
  9.5513E+04 -2.2642E-01 -5.8457E-01 -6.8546E-02 -6.8714E-01
  9.6723E+04 -2.2678E-01 -5.8502E-01 -6.8936E-02 -6.7753E-01
  9.7938E+04 -2.2714E-01 -5.8547E-01 -6.9323E-02 -6.6891E-01
  9.9156E+04 -2.2750E-01 -5.8592E-01 -6.9706E-02 -6.5976E-01
