 #_--rr[kpc]--zfe_sub/sol----zfe/sol-----t=2 Gyr------t=3 Gyr-----t=5 Gyr-----t=8 Gyr-----t=10 Gyr------
  3.0006E-01  5.0900E-01  9.2400E-01  1.4951E+00  1.1946E+00  7.7627E-01  5.3060E-01  4.4631E-01
  9.0018E-01  5.0900E-01  9.2400E-01  1.4951E+00  1.1946E+00  7.7627E-01  5.3060E-01  4.4631E-01
  1.5003E+00  5.0900E-01  9.2400E-01  1.4748E+00  1.1809E+00  7.6760E-01  5.2460E-01  4.4118E-01
  2.1004E+00  5.0899E-01  9.2399E-01  1.4525E+00  1.1659E+00  7.5815E-01  5.1808E-01  4.3559E-01
  2.7005E+00  5.0898E-01  9.2398E-01  1.4307E+00  1.1512E+00  7.4894E-01  5.1174E-01  4.3017E-01
  3.3007E+00  5.0896E-01  9.2396E-01  1.4098E+00  1.1372E+00  7.4020E-01  5.0574E-01  4.2504E-01
  3.9008E+00  5.0894E-01  9.2394E-01  1.3900E+00  1.1240E+00  7.3197E-01  5.0011E-01  4.2022E-01
  4.5009E+00  5.0891E-01  9.2391E-01  1.3712E+00  1.1115E+00  7.2423E-01  4.9483E-01  4.1572E-01
  5.1010E+00  5.0887E-01  9.2387E-01  1.3534E+00  1.0996E+00  7.1693E-01  4.8987E-01  4.1149E-01
  5.7011E+00  5.0882E-01  9.2382E-01  1.3364E+00  1.0884E+00  7.1005E-01  4.8521E-01  4.0753E-01
  6.3013E+00  5.0875E-01  9.2375E-01  1.3201E+00  1.0777E+00  7.0354E-01  4.8082E-01  4.0380E-01
  6.9014E+00  5.0868E-01  9.2368E-01  1.3045E+00  1.0674E+00  6.9735E-01  4.7667E-01  4.0028E-01
  7.5015E+00  5.0858E-01  9.2358E-01  1.2895E+00  1.0576E+00  6.9146E-01  4.7273E-01  3.9695E-01
  8.1016E+00  5.0848E-01  9.2348E-01  1.2751E+00  1.0482E+00  6.8584E-01  4.6900E-01  3.9379E-01
  8.7017E+00  5.0835E-01  9.2335E-01  1.2610E+00  1.0391E+00  6.8046E-01  4.6544E-01  3.9079E-01
  9.3019E+00  5.0821E-01  9.2321E-01  1.2474E+00  1.0302E+00  6.7528E-01  4.6204E-01  3.8793E-01
  9.9020E+00  5.0805E-01  9.2305E-01  1.2342E+00  1.0217E+00  6.7030E-01  4.5878E-01  3.8519E-01
  1.0502E+01  5.0786E-01  9.2286E-01  1.2212E+00  1.0133E+00  6.6549E-01  4.5565E-01  3.8257E-01
  1.1102E+01  5.0766E-01  9.2266E-01  1.2085E+00  1.0052E+00  6.6082E-01  4.5264E-01  3.8005E-01
  1.1702E+01  5.0743E-01  9.2243E-01  1.1961E+00  9.9724E-01  6.5630E-01  4.4973E-01  3.7763E-01
  1.2302E+01  5.0717E-01  9.2217E-01  1.1839E+00  9.8944E-01  6.5190E-01  4.4692E-01  3.7529E-01
  1.2903E+01  5.0689E-01  9.2189E-01  1.1718E+00  9.8177E-01  6.4761E-01  4.4420E-01  3.7303E-01
  1.3503E+01  5.0659E-01  9.2159E-01  1.1599E+00  9.7423E-01  6.4342E-01  4.4156E-01  3.7084E-01
  1.4103E+01  5.0625E-01  9.2125E-01  1.1482E+00  9.6679E-01  6.3932E-01  4.3899E-01  3.6872E-01
  1.4703E+01  5.0589E-01  9.2089E-01  1.1366E+00  9.5944E-01  6.3530E-01  4.3649E-01  3.6666E-01
  1.5303E+01  5.0550E-01  9.2050E-01  1.1250E+00  9.5216E-01  6.3135E-01  4.3405E-01  3.6466E-01
  1.5903E+01  5.0507E-01  9.2007E-01  1.1136E+00  9.4496E-01  6.2747E-01  4.3166E-01  3.6270E-01
  1.6503E+01  5.0461E-01  9.1961E-01  1.1022E+00  9.3782E-01  6.2364E-01  4.2933E-01  3.6079E-01
  1.7103E+01  5.0412E-01  9.1912E-01  1.0909E+00  9.3072E-01  6.1986E-01  4.2704E-01  3.5893E-01
  1.7704E+01  5.0360E-01  9.1860E-01  1.0797E+00  9.2366E-01  6.1613E-01  4.2479E-01  3.5710E-01
  1.8304E+01  5.0304E-01  9.1804E-01  1.0685E+00  9.1664E-01  6.1245E-01  4.2258E-01  3.5531E-01
  1.8904E+01  5.0244E-01  9.1744E-01  1.0573E+00  9.0965E-01  6.0879E-01  4.2040E-01  3.5355E-01
  1.9504E+01  5.0180E-01  9.1680E-01  1.0462E+00  9.0267E-01  6.0517E-01  4.1825E-01  3.5182E-01
  2.0104E+01  5.0113E-01  9.1613E-01  1.0351E+00  8.9572E-01  6.0158E-01  4.1614E-01  3.5012E-01
  2.0704E+01  5.0041E-01  9.1541E-01  1.0240E+00  8.8877E-01  5.9801E-01  4.1405E-01  3.4845E-01
  2.1304E+01  4.9966E-01  9.1466E-01  1.0129E+00  8.8183E-01  5.9446E-01  4.1198E-01  3.4680E-01
  2.1904E+01  4.9886E-01  9.1386E-01  1.0019E+00  8.7490E-01  5.9093E-01  4.0994E-01  3.4517E-01
  2.2505E+01  4.9802E-01  9.1302E-01  9.9081E-01  8.6797E-01  5.8742E-01  4.0792E-01  3.4356E-01
  2.3105E+01  4.9714E-01  9.1214E-01  9.7976E-01  8.6103E-01  5.8392E-01  4.0591E-01  3.4197E-01
  2.3705E+01  4.9622E-01  9.1122E-01  9.6871E-01  8.5409E-01  5.8043E-01  4.0392E-01  3.4040E-01
  2.4305E+01  4.9525E-01  9.1025E-01  9.5766E-01  8.4714E-01  5.7695E-01  4.0195E-01  3.3884E-01
  2.4905E+01  4.9424E-01  9.0924E-01  9.4661E-01  8.4018E-01  5.7348E-01  3.9999E-01  3.3729E-01
  2.5505E+01  4.9318E-01  9.0818E-01  9.3556E-01  8.3321E-01  5.7001E-01  3.9804E-01  3.3576E-01
  2.6105E+01  4.9208E-01  9.0708E-01  9.2450E-01  8.2623E-01  5.6655E-01  3.9610E-01  3.3425E-01
  2.6705E+01  4.9092E-01  9.0592E-01  9.1345E-01  8.1924E-01  5.6309E-01  3.9417E-01  3.3274E-01
  2.7305E+01  4.8973E-01  9.0473E-01  9.0239E-01  8.1223E-01  5.5963E-01  3.9225E-01  3.3124E-01
  2.7906E+01  4.8848E-01  9.0348E-01  8.9133E-01  8.0520E-01  5.5617E-01  3.9034E-01  3.2975E-01
  2.8506E+01  4.8719E-01  9.0219E-01  8.8027E-01  7.9816E-01  5.5271E-01  3.8843E-01  3.2827E-01
  2.9106E+01  4.8584E-01  9.0084E-01  8.6921E-01  7.9110E-01  5.4924E-01  3.8653E-01  3.2680E-01
  2.9706E+01  4.8445E-01  8.9945E-01  8.5815E-01  7.8403E-01  5.4578E-01  3.8464E-01  3.2534E-01
  3.0306E+01  4.8301E-01  8.9801E-01  8.4710E-01  7.7694E-01  5.4231E-01  3.8275E-01  3.2388E-01
  3.0906E+01  4.8152E-01  8.9652E-01  8.3605E-01  7.6983E-01  5.3883E-01  3.8086E-01  3.2243E-01
  3.1506E+01  4.7999E-01  8.9499E-01  8.2500E-01  7.6270E-01  5.3536E-01  3.7897E-01  3.2098E-01
  3.2106E+01  4.7840E-01  8.9340E-01  8.1396E-01  7.5556E-01  5.3187E-01  3.7709E-01  3.1953E-01
  3.2707E+01  4.7676E-01  8.9176E-01  8.0294E-01  7.4841E-01  5.2838E-01  3.7521E-01  3.1809E-01
  3.3307E+01  4.7508E-01  8.9008E-01  7.9192E-01  7.4123E-01  5.2489E-01  3.7333E-01  3.1666E-01
  3.3907E+01  4.7334E-01  8.8834E-01  7.8092E-01  7.3405E-01  5.2138E-01  3.7145E-01  3.1522E-01
  3.4507E+01  4.7156E-01  8.8656E-01  7.6994E-01  7.2685E-01  5.1788E-01  3.6958E-01  3.1379E-01
  3.5107E+01  4.6973E-01  8.8473E-01  7.5897E-01  7.1963E-01  5.1436E-01  3.6770E-01  3.1237E-01
  3.5707E+01  4.6784E-01  8.8284E-01  7.4803E-01  7.1240E-01  5.1084E-01  3.6582E-01  3.1094E-01
  3.6307E+01  4.6591E-01  8.8091E-01  7.3710E-01  7.0516E-01  5.0730E-01  3.6394E-01  3.0952E-01
  3.6907E+01  4.6394E-01  8.7894E-01  7.2621E-01  6.9791E-01  5.0377E-01  3.6206E-01  3.0809E-01
  3.7508E+01  4.6191E-01  8.7691E-01  7.1535E-01  6.9065E-01  5.0022E-01  3.6018E-01  3.0667E-01
  3.8108E+01  4.5984E-01  8.7484E-01  7.0451E-01  6.8339E-01  4.9667E-01  3.5830E-01  3.0525E-01
  3.8708E+01  4.5772E-01  8.7272E-01  6.9371E-01  6.7611E-01  4.9310E-01  3.5642E-01  3.0383E-01
  3.9308E+01  4.5555E-01  8.7055E-01  6.8295E-01  6.6883E-01  4.8954E-01  3.5454E-01  3.0241E-01
  3.9908E+01  4.5334E-01  8.6834E-01  6.7223E-01  6.6154E-01  4.8596E-01  3.5265E-01  3.0099E-01
  4.0508E+01  4.5109E-01  8.6609E-01  6.6155E-01  6.5425E-01  4.8238E-01  3.5076E-01  2.9957E-01
